"DATAELEZIONE";"CODTIPOELEZIONE";"REGIONE";"COLLEGIO";"COMUNE";"COGNOME";"NOME";"DATANASCITA";"LUOGONASCITA";"SESSO";"TOTVOTI";"CONTRASSEGNO"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"CHAMPORCHER";"IANNI";"DAVIDE";13/12/1991 00:00:00;"IVREA (TO)";"M";"8";"PARTITO COMUNISTA ITALIANO"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"CHAMPORCHER";"DE ROSA";"LOREDANA";1/11/1961 00:00:00;"ROMA";"F";"7";"UNIONE POPOLARE CON DE MAGISTRIS"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"CHAMPORCHER";"MANES";"FRANCO";21/6/1963 00:00:00;"AOSTA";"M";"60";"VALLEE D?AOSTE ? AUTONOMIE PROGRES FEDERALISME"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"CHARVENSOD";"RONC";"LOREDANA AUGUSTA";21/8/1964 00:00:00;"AOSTA";"F";"63";"ITALIA SOVRANA E POPOLARE"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"CHARVENSOD";"GUICHARDAZ";"ERIKA";25/11/1976 00:00:00;"AOSTA";"F";"93";"VALLE D'AOSTA APERTA"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"CHARVENSOD";"RINI";"EMILY MARINELLA";15/8/1982 00:00:00;"AOSTA";"F";"240";"LEGA PER SALVINI PREM.-FORZA IT.-NOI MODERATI-FRAT. D'ITALIA"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"CHARVENSOD";"GIRARDINI";"GIOVANNI";3/7/1965 00:00:00;"AOSTA";"M";"225";"LA RENAISSANCE VALDOTAINE"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"CHARVENSOD";"IANNI";"DAVIDE";13/12/1991 00:00:00;"IVREA (TO)";"M";"21";"PARTITO COMUNISTA ITALIANO"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"CHARVENSOD";"DE ROSA";"LOREDANA";1/11/1961 00:00:00;"ROMA";"F";"16";"UNIONE POPOLARE CON DE MAGISTRIS"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"CHARVENSOD";"MANES";"FRANCO";21/6/1963 00:00:00;"AOSTA";"M";"353";"VALLEE D?AOSTE ? AUTONOMIE PROGRES FEDERALISME"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"CHATILLON";"RONC";"LOREDANA AUGUSTA";21/8/1964 00:00:00;"AOSTA";"F";"89";"ITALIA SOVRANA E POPOLARE"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"CHATILLON";"GUICHARDAZ";"ERIKA";25/11/1976 00:00:00;"AOSTA";"F";"188";"VALLE D'AOSTA APERTA"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"CHATILLON";"RINI";"EMILY MARINELLA";15/8/1982 00:00:00;"AOSTA";"F";"641";"LEGA PER SALVINI PREM.-FORZA IT.-NOI MODERATI-FRAT. D'ITALIA"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"CHATILLON";"GIRARDINI";"GIOVANNI";3/7/1965 00:00:00;"AOSTA";"M";"189";"LA RENAISSANCE VALDOTAINE"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"CHATILLON";"IANNI";"DAVIDE";13/12/1991 00:00:00;"IVREA (TO)";"M";"36";"PARTITO COMUNISTA ITALIANO"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"CHATILLON";"DE ROSA";"LOREDANA";1/11/1961 00:00:00;"ROMA";"F";"52";"UNIONE POPOLARE CON DE MAGISTRIS"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"CHATILLON";"MANES";"FRANCO";21/6/1963 00:00:00;"AOSTA";"M";"691";"VALLEE D?AOSTE ? AUTONOMIE PROGRES FEDERALISME"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"COGNE";"RONC";"LOREDANA AUGUSTA";21/8/1964 00:00:00;"AOSTA";"F";"18";"ITALIA SOVRANA E POPOLARE"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"COGNE";"GUICHARDAZ";"ERIKA";25/11/1976 00:00:00;"AOSTA";"F";"60";"VALLE D'AOSTA APERTA"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"COGNE";"RINI";"EMILY MARINELLA";15/8/1982 00:00:00;"AOSTA";"F";"211";"LEGA PER SALVINI PREM.-FORZA IT.-NOI MODERATI-FRAT. D'ITALIA"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"COGNE";"GIRARDINI";"GIOVANNI";3/7/1965 00:00:00;"AOSTA";"M";"67";"LA RENAISSANCE VALDOTAINE"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"COGNE";"IANNI";"DAVIDE";13/12/1991 00:00:00;"IVREA (TO)";"M";"8";"PARTITO COMUNISTA ITALIANO"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"COGNE";"DE ROSA";"LOREDANA";1/11/1961 00:00:00;"ROMA";"F";"9";"UNIONE POPOLARE CON DE MAGISTRIS"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"COGNE";"MANES";"FRANCO";21/6/1963 00:00:00;"AOSTA";"M";"168";"VALLEE D?AOSTE ? AUTONOMIE PROGRES FEDERALISME"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"COURMAYEUR";"RONC";"LOREDANA AUGUSTA";21/8/1964 00:00:00;"AOSTA";"F";"26";"ITALIA SOVRANA E POPOLARE"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"COURMAYEUR";"GUICHARDAZ";"ERIKA";25/11/1976 00:00:00;"AOSTA";"F";"74";"VALLE D'AOSTA APERTA"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"COURMAYEUR";"RINI";"EMILY MARINELLA";15/8/1982 00:00:00;"AOSTA";"F";"566";"LEGA PER SALVINI PREM.-FORZA IT.-NOI MODERATI-FRAT. D'ITALIA"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"COURMAYEUR";"GIRARDINI";"GIOVANNI";3/7/1965 00:00:00;"AOSTA";"M";"76";"LA RENAISSANCE VALDOTAINE"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"COURMAYEUR";"IANNI";"DAVIDE";13/12/1991 00:00:00;"IVREA (TO)";"M";"11";"PARTITO COMUNISTA ITALIANO"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"COURMAYEUR";"DE ROSA";"LOREDANA";1/11/1961 00:00:00;"ROMA";"F";"18";"UNIONE POPOLARE CON DE MAGISTRIS"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"COURMAYEUR";"MANES";"FRANCO";21/6/1963 00:00:00;"AOSTA";"M";"345";"VALLEE D?AOSTE ? AUTONOMIE PROGRES FEDERALISME"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"DONNAS";"RONC";"LOREDANA AUGUSTA";21/8/1964 00:00:00;"AOSTA";"F";"39";"ITALIA SOVRANA E POPOLARE"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"DONNAS";"GUICHARDAZ";"ERIKA";25/11/1976 00:00:00;"AOSTA";"F";"120";"VALLE D'AOSTA APERTA"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"DONNAS";"RINI";"EMILY MARINELLA";15/8/1982 00:00:00;"AOSTA";"F";"305";"LEGA PER SALVINI PREM.-FORZA IT.-NOI MODERATI-FRAT. D'ITALIA"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"DONNAS";"GIRARDINI";"GIOVANNI";3/7/1965 00:00:00;"AOSTA";"M";"38";"LA RENAISSANCE VALDOTAINE"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"DONNAS";"IANNI";"DAVIDE";13/12/1991 00:00:00;"IVREA (TO)";"M";"32";"PARTITO COMUNISTA ITALIANO"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"DONNAS";"DE ROSA";"LOREDANA";1/11/1961 00:00:00;"ROMA";"F";"31";"UNIONE POPOLARE CON DE MAGISTRIS"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"DONNAS";"MANES";"FRANCO";21/6/1963 00:00:00;"AOSTA";"M";"500";"VALLEE D?AOSTE ? AUTONOMIE PROGRES FEDERALISME"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"DOUES";"RONC";"LOREDANA AUGUSTA";21/8/1964 00:00:00;"AOSTA";"F";"6";"ITALIA SOVRANA E POPOLARE"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"DOUES";"GUICHARDAZ";"ERIKA";25/11/1976 00:00:00;"AOSTA";"F";"9";"VALLE D'AOSTA APERTA"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"DOUES";"RINI";"EMILY MARINELLA";15/8/1982 00:00:00;"AOSTA";"F";"36";"LEGA PER SALVINI PREM.-FORZA IT.-NOI MODERATI-FRAT. D'ITALIA"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"DOUES";"GIRARDINI";"GIOVANNI";3/7/1965 00:00:00;"AOSTA";"M";"11";"LA RENAISSANCE VALDOTAINE"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"DOUES";"IANNI";"DAVIDE";13/12/1991 00:00:00;"IVREA (TO)";"M";"2";"PARTITO COMUNISTA ITALIANO"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"DOUES";"DE ROSA";"LOREDANA";1/11/1961 00:00:00;"ROMA";"F";"2";"UNIONE POPOLARE CON DE MAGISTRIS"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"DOUES";"MANES";"FRANCO";21/6/1963 00:00:00;"AOSTA";"M";"248";"VALLEE D?AOSTE ? AUTONOMIE PROGRES FEDERALISME"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"EMARESE";"RONC";"LOREDANA AUGUSTA";21/8/1964 00:00:00;"AOSTA";"F";"6";"ITALIA SOVRANA E POPOLARE"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"EMARESE";"GUICHARDAZ";"ERIKA";25/11/1976 00:00:00;"AOSTA";"F";"6";"VALLE D'AOSTA APERTA"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"EMARESE";"RINI";"EMILY MARINELLA";15/8/1982 00:00:00;"AOSTA";"F";"20";"LEGA PER SALVINI PREM.-FORZA IT.-NOI MODERATI-FRAT. D'ITALIA"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"EMARESE";"GIRARDINI";"GIOVANNI";3/7/1965 00:00:00;"AOSTA";"M";"13";"LA RENAISSANCE VALDOTAINE"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"EMARESE";"IANNI";"DAVIDE";13/12/1991 00:00:00;"IVREA (TO)";"M";"1";"PARTITO COMUNISTA ITALIANO"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"EMARESE";"DE ROSA";"LOREDANA";1/11/1961 00:00:00;"ROMA";"F";"3";"UNIONE POPOLARE CON DE MAGISTRIS"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"EMARESE";"MANES";"FRANCO";21/6/1963 00:00:00;"AOSTA";"M";"53";"VALLEE D?AOSTE ? AUTONOMIE PROGRES FEDERALISME"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"ETROUBLES";"RONC";"LOREDANA AUGUSTA";21/8/1964 00:00:00;"AOSTA";"F";"7";"ITALIA SOVRANA E POPOLARE"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"ETROUBLES";"GUICHARDAZ";"ERIKA";25/11/1976 00:00:00;"AOSTA";"F";"10";"VALLE D'AOSTA APERTA"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"ETROUBLES";"RINI";"EMILY MARINELLA";15/8/1982 00:00:00;"AOSTA";"F";"46";"LEGA PER SALVINI PREM.-FORZA IT.-NOI MODERATI-FRAT. D'ITALIA"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"ETROUBLES";"GIRARDINI";"GIOVANNI";3/7/1965 00:00:00;"AOSTA";"M";"16";"LA RENAISSANCE VALDOTAINE"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"ETROUBLES";"IANNI";"DAVIDE";13/12/1991 00:00:00;"IVREA (TO)";"M";"1";"PARTITO COMUNISTA ITALIANO"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"ETROUBLES";"DE ROSA";"LOREDANA";1/11/1961 00:00:00;"ROMA";"F";"6";"UNIONE POPOLARE CON DE MAGISTRIS"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"ETROUBLES";"MANES";"FRANCO";21/6/1963 00:00:00;"AOSTA";"M";"118";"VALLEE D?AOSTE ? AUTONOMIE PROGRES FEDERALISME"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"FENIS";"RONC";"LOREDANA AUGUSTA";21/8/1964 00:00:00;"AOSTA";"F";"37";"ITALIA SOVRANA E POPOLARE"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"FENIS";"GUICHARDAZ";"ERIKA";25/11/1976 00:00:00;"AOSTA";"F";"65";"VALLE D'AOSTA APERTA"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"FENIS";"RINI";"EMILY MARINELLA";15/8/1982 00:00:00;"AOSTA";"F";"193";"LEGA PER SALVINI PREM.-FORZA IT.-NOI MODERATI-FRAT. D'ITALIA"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"FENIS";"GIRARDINI";"GIOVANNI";3/7/1965 00:00:00;"AOSTA";"M";"60";"LA RENAISSANCE VALDOTAINE"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"FENIS";"IANNI";"DAVIDE";13/12/1991 00:00:00;"IVREA (TO)";"M";"17";"PARTITO COMUNISTA ITALIANO"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"FENIS";"DE ROSA";"LOREDANA";1/11/1961 00:00:00;"ROMA";"F";"17";"UNIONE POPOLARE CON DE MAGISTRIS"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"FENIS";"MANES";"FRANCO";21/6/1963 00:00:00;"AOSTA";"M";"302";"VALLEE D?AOSTE ? AUTONOMIE PROGRES FEDERALISME"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"FONTAINEMORE";"RONC";"LOREDANA AUGUSTA";21/8/1964 00:00:00;"AOSTA";"F";"4";"ITALIA SOVRANA E POPOLARE"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"FONTAINEMORE";"GUICHARDAZ";"ERIKA";25/11/1976 00:00:00;"AOSTA";"F";"23";"VALLE D'AOSTA APERTA"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"FONTAINEMORE";"RINI";"EMILY MARINELLA";15/8/1982 00:00:00;"AOSTA";"F";"51";"LEGA PER SALVINI PREM.-FORZA IT.-NOI MODERATI-FRAT. D'ITALIA"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"FONTAINEMORE";"GIRARDINI";"GIOVANNI";3/7/1965 00:00:00;"AOSTA";"M";"10";"LA RENAISSANCE VALDOTAINE"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"FONTAINEMORE";"IANNI";"DAVIDE";13/12/1991 00:00:00;"IVREA (TO)";"M";"6";"PARTITO COMUNISTA ITALIANO"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"FONTAINEMORE";"DE ROSA";"LOREDANA";1/11/1961 00:00:00;"ROMA";"F";"4";"UNIONE POPOLARE CON DE MAGISTRIS"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"FONTAINEMORE";"MANES";"FRANCO";21/6/1963 00:00:00;"AOSTA";"M";"50";"VALLEE D?AOSTE ? AUTONOMIE PROGRES FEDERALISME"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"GABY";"RONC";"LOREDANA AUGUSTA";21/8/1964 00:00:00;"AOSTA";"F";"1";"ITALIA SOVRANA E POPOLARE"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"GABY";"GUICHARDAZ";"ERIKA";25/11/1976 00:00:00;"AOSTA";"F";"27";"VALLE D'AOSTA APERTA"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"GABY";"RINI";"EMILY MARINELLA";15/8/1982 00:00:00;"AOSTA";"F";"64";"LEGA PER SALVINI PREM.-FORZA IT.-NOI MODERATI-FRAT. D'ITALIA"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"GABY";"GIRARDINI";"GIOVANNI";3/7/1965 00:00:00;"AOSTA";"M";"6";"LA RENAISSANCE VALDOTAINE"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"GABY";"IANNI";"DAVIDE";13/12/1991 00:00:00;"IVREA (TO)";"M";"4";"PARTITO COMUNISTA ITALIANO"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"GABY";"DE ROSA";"LOREDANA";1/11/1961 00:00:00;"ROMA";"F";"6";"UNIONE POPOLARE CON DE MAGISTRIS"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"GABY";"MANES";"FRANCO";21/6/1963 00:00:00;"AOSTA";"M";"78";"VALLEE D?AOSTE ? AUTONOMIE PROGRES FEDERALISME"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"GIGNOD";"RONC";"LOREDANA AUGUSTA";21/8/1964 00:00:00;"AOSTA";"F";"38";"ITALIA SOVRANA E POPOLARE"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"GIGNOD";"GUICHARDAZ";"ERIKA";25/11/1976 00:00:00;"AOSTA";"F";"82";"VALLE D'AOSTA APERTA"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"GIGNOD";"RINI";"EMILY MARINELLA";15/8/1982 00:00:00;"AOSTA";"F";"153";"LEGA PER SALVINI PREM.-FORZA IT.-NOI MODERATI-FRAT. D'ITALIA"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"GIGNOD";"GIRARDINI";"GIOVANNI";3/7/1965 00:00:00;"AOSTA";"M";"109";"LA RENAISSANCE VALDOTAINE"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"GIGNOD";"IANNI";"DAVIDE";13/12/1991 00:00:00;"IVREA (TO)";"M";"15";"PARTITO COMUNISTA ITALIANO"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"GIGNOD";"DE ROSA";"LOREDANA";1/11/1961 00:00:00;"ROMA";"F";"19";"UNIONE POPOLARE CON DE MAGISTRIS"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"GIGNOD";"MANES";"FRANCO";21/6/1963 00:00:00;"AOSTA";"M";"327";"VALLEE D?AOSTE ? AUTONOMIE PROGRES FEDERALISME"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"GRESSAN";"RONC";"LOREDANA AUGUSTA";21/8/1964 00:00:00;"AOSTA";"F";"48";"ITALIA SOVRANA E POPOLARE"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"GRESSAN";"GUICHARDAZ";"ERIKA";25/11/1976 00:00:00;"AOSTA";"F";"247";"VALLE D'AOSTA APERTA"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"GRESSAN";"RINI";"EMILY MARINELLA";15/8/1982 00:00:00;"AOSTA";"F";"400";"LEGA PER SALVINI PREM.-FORZA IT.-NOI MODERATI-FRAT. D'ITALIA"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"GRESSAN";"GIRARDINI";"GIOVANNI";3/7/1965 00:00:00;"AOSTA";"M";"314";"LA RENAISSANCE VALDOTAINE"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"GRESSAN";"IANNI";"DAVIDE";13/12/1991 00:00:00;"IVREA (TO)";"M";"21";"PARTITO COMUNISTA ITALIANO"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"GRESSAN";"DE ROSA";"LOREDANA";1/11/1961 00:00:00;"ROMA";"F";"29";"UNIONE POPOLARE CON DE MAGISTRIS"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"GRESSAN";"MANES";"FRANCO";21/6/1963 00:00:00;"AOSTA";"M";"484";"VALLEE D?AOSTE ? AUTONOMIE PROGRES FEDERALISME"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"GRESSONEY-LA-TRINITE'";"RONC";"LOREDANA AUGUSTA";21/8/1964 00:00:00;"AOSTA";"F";"5";"ITALIA SOVRANA E POPOLARE"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"GRESSONEY-LA-TRINITE'";"GUICHARDAZ";"ERIKA";25/11/1976 00:00:00;"AOSTA";"F";"15";"VALLE D'AOSTA APERTA"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"GRESSONEY-LA-TRINITE'";"RINI";"EMILY MARINELLA";15/8/1982 00:00:00;"AOSTA";"F";"45";"LEGA PER SALVINI PREM.-FORZA IT.-NOI MODERATI-FRAT. D'ITALIA"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"GRESSONEY-LA-TRINITE'";"GIRARDINI";"GIOVANNI";3/7/1965 00:00:00;"AOSTA";"M";"2";"LA RENAISSANCE VALDOTAINE"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"GRESSONEY-LA-TRINITE'";"IANNI";"DAVIDE";13/12/1991 00:00:00;"IVREA (TO)";"M";"2";"PARTITO COMUNISTA ITALIANO"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"GRESSONEY-LA-TRINITE'";"DE ROSA";"LOREDANA";1/11/1961 00:00:00;"ROMA";"F";"1";"UNIONE POPOLARE CON DE MAGISTRIS"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"GRESSONEY-LA-TRINITE'";"MANES";"FRANCO";21/6/1963 00:00:00;"AOSTA";"M";"65";"VALLEE D?AOSTE ? AUTONOMIE PROGRES FEDERALISME"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"GRESSONEY-SAINT-JEAN";"RONC";"LOREDANA AUGUSTA";21/8/1964 00:00:00;"AOSTA";"F";"11";"ITALIA SOVRANA E POPOLARE"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"GRESSONEY-SAINT-JEAN";"GUICHARDAZ";"ERIKA";25/11/1976 00:00:00;"AOSTA";"F";"39";"VALLE D'AOSTA APERTA"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"GRESSONEY-SAINT-JEAN";"RINI";"EMILY MARINELLA";15/8/1982 00:00:00;"AOSTA";"F";"175";"LEGA PER SALVINI PREM.-FORZA IT.-NOI MODERATI-FRAT. D'ITALIA"
