"DATAELEZIONE";"CODTIPOELEZIONE";"REGIONE";"COLLEGIO";"COMUNE";"COGNOME";"NOME";"DATANASCITA";"LUOGONASCITA";"SESSO";"TOTVOTI";"CONTRASSEGNO"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"GRESSONEY-SAINT-JEAN";"GIRARDINI";"GIOVANNI";3/7/1965 00:00:00;"AOSTA";"M";"18";"LA RENAISSANCE VALDOTAINE"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"GRESSONEY-SAINT-JEAN";"IANNI";"DAVIDE";13/12/1991 00:00:00;"IVREA (TO)";"M";"8";"PARTITO COMUNISTA ITALIANO"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"GRESSONEY-SAINT-JEAN";"DE ROSA";"LOREDANA";1/11/1961 00:00:00;"ROMA";"F";"3";"UNIONE POPOLARE CON DE MAGISTRIS"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"GRESSONEY-SAINT-JEAN";"MANES";"FRANCO";21/6/1963 00:00:00;"AOSTA";"M";"99";"VALLEE D?AOSTE ? AUTONOMIE PROGRES FEDERALISME"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"HONE";"RONC";"LOREDANA AUGUSTA";21/8/1964 00:00:00;"AOSTA";"F";"15";"ITALIA SOVRANA E POPOLARE"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"HONE";"GUICHARDAZ";"ERIKA";25/11/1976 00:00:00;"AOSTA";"F";"61";"VALLE D'AOSTA APERTA"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"HONE";"RINI";"EMILY MARINELLA";15/8/1982 00:00:00;"AOSTA";"F";"160";"LEGA PER SALVINI PREM.-FORZA IT.-NOI MODERATI-FRAT. D'ITALIA"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"HONE";"GIRARDINI";"GIOVANNI";3/7/1965 00:00:00;"AOSTA";"M";"24";"LA RENAISSANCE VALDOTAINE"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"HONE";"IANNI";"DAVIDE";13/12/1991 00:00:00;"IVREA (TO)";"M";"14";"PARTITO COMUNISTA ITALIANO"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"HONE";"DE ROSA";"LOREDANA";1/11/1961 00:00:00;"ROMA";"F";"24";"UNIONE POPOLARE CON DE MAGISTRIS"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"HONE";"MANES";"FRANCO";21/6/1963 00:00:00;"AOSTA";"M";"202";"VALLEE D?AOSTE ? AUTONOMIE PROGRES FEDERALISME"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"INTROD";"RONC";"LOREDANA AUGUSTA";21/8/1964 00:00:00;"AOSTA";"F";"4";"ITALIA SOVRANA E POPOLARE"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"INTROD";"GUICHARDAZ";"ERIKA";25/11/1976 00:00:00;"AOSTA";"F";"42";"VALLE D'AOSTA APERTA"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"INTROD";"RINI";"EMILY MARINELLA";15/8/1982 00:00:00;"AOSTA";"F";"63";"LEGA PER SALVINI PREM.-FORZA IT.-NOI MODERATI-FRAT. D'ITALIA"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"INTROD";"GIRARDINI";"GIOVANNI";3/7/1965 00:00:00;"AOSTA";"M";"30";"LA RENAISSANCE VALDOTAINE"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"INTROD";"IANNI";"DAVIDE";13/12/1991 00:00:00;"IVREA (TO)";"M";"3";"PARTITO COMUNISTA ITALIANO"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"INTROD";"DE ROSA";"LOREDANA";1/11/1961 00:00:00;"ROMA";"F";"6";"UNIONE POPOLARE CON DE MAGISTRIS"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"INTROD";"MANES";"FRANCO";21/6/1963 00:00:00;"AOSTA";"M";"145";"VALLEE D?AOSTE ? AUTONOMIE PROGRES FEDERALISME"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"ISSIME";"RONC";"LOREDANA AUGUSTA";21/8/1964 00:00:00;"AOSTA";"F";"1";"ITALIA SOVRANA E POPOLARE"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"ISSIME";"GUICHARDAZ";"ERIKA";25/11/1976 00:00:00;"AOSTA";"F";"16";"VALLE D'AOSTA APERTA"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"ISSIME";"RINI";"EMILY MARINELLA";15/8/1982 00:00:00;"AOSTA";"F";"69";"LEGA PER SALVINI PREM.-FORZA IT.-NOI MODERATI-FRAT. D'ITALIA"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"ISSIME";"GIRARDINI";"GIOVANNI";3/7/1965 00:00:00;"AOSTA";"M";"4";"LA RENAISSANCE VALDOTAINE"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"ISSIME";"IANNI";"DAVIDE";13/12/1991 00:00:00;"IVREA (TO)";"M";"5";"PARTITO COMUNISTA ITALIANO"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"ISSIME";"DE ROSA";"LOREDANA";1/11/1961 00:00:00;"ROMA";"F";"3";"UNIONE POPOLARE CON DE MAGISTRIS"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"ISSIME";"MANES";"FRANCO";21/6/1963 00:00:00;"AOSTA";"M";"75";"VALLEE D?AOSTE ? AUTONOMIE PROGRES FEDERALISME"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"ISSOGNE";"RONC";"LOREDANA AUGUSTA";21/8/1964 00:00:00;"AOSTA";"F";"20";"ITALIA SOVRANA E POPOLARE"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"ISSOGNE";"GUICHARDAZ";"ERIKA";25/11/1976 00:00:00;"AOSTA";"F";"61";"VALLE D'AOSTA APERTA"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"ISSOGNE";"RINI";"EMILY MARINELLA";15/8/1982 00:00:00;"AOSTA";"F";"162";"LEGA PER SALVINI PREM.-FORZA IT.-NOI MODERATI-FRAT. D'ITALIA"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"ISSOGNE";"GIRARDINI";"GIOVANNI";3/7/1965 00:00:00;"AOSTA";"M";"40";"LA RENAISSANCE VALDOTAINE"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"ISSOGNE";"IANNI";"DAVIDE";13/12/1991 00:00:00;"IVREA (TO)";"M";"29";"PARTITO COMUNISTA ITALIANO"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"ISSOGNE";"DE ROSA";"LOREDANA";1/11/1961 00:00:00;"ROMA";"F";"16";"UNIONE POPOLARE CON DE MAGISTRIS"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"ISSOGNE";"MANES";"FRANCO";21/6/1963 00:00:00;"AOSTA";"M";"209";"VALLEE D?AOSTE ? AUTONOMIE PROGRES FEDERALISME"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"JOVENCAN";"RONC";"LOREDANA AUGUSTA";21/8/1964 00:00:00;"AOSTA";"F";"15";"ITALIA SOVRANA E POPOLARE"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"JOVENCAN";"GUICHARDAZ";"ERIKA";25/11/1976 00:00:00;"AOSTA";"F";"42";"VALLE D'AOSTA APERTA"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"JOVENCAN";"RINI";"EMILY MARINELLA";15/8/1982 00:00:00;"AOSTA";"F";"75";"LEGA PER SALVINI PREM.-FORZA IT.-NOI MODERATI-FRAT. D'ITALIA"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"JOVENCAN";"GIRARDINI";"GIOVANNI";3/7/1965 00:00:00;"AOSTA";"M";"38";"LA RENAISSANCE VALDOTAINE"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"JOVENCAN";"IANNI";"DAVIDE";13/12/1991 00:00:00;"IVREA (TO)";"M";"8";"PARTITO COMUNISTA ITALIANO"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"JOVENCAN";"DE ROSA";"LOREDANA";1/11/1961 00:00:00;"ROMA";"F";"6";"UNIONE POPOLARE CON DE MAGISTRIS"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"JOVENCAN";"MANES";"FRANCO";21/6/1963 00:00:00;"AOSTA";"M";"126";"VALLEE D?AOSTE ? AUTONOMIE PROGRES FEDERALISME"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"LA MAGDELEINE";"RONC";"LOREDANA AUGUSTA";21/8/1964 00:00:00;"AOSTA";"F";"1";"ITALIA SOVRANA E POPOLARE"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"LA MAGDELEINE";"GUICHARDAZ";"ERIKA";25/11/1976 00:00:00;"AOSTA";"F";"9";"VALLE D'AOSTA APERTA"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"LA MAGDELEINE";"RINI";"EMILY MARINELLA";15/8/1982 00:00:00;"AOSTA";"F";"24";"LEGA PER SALVINI PREM.-FORZA IT.-NOI MODERATI-FRAT. D'ITALIA"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"LA MAGDELEINE";"GIRARDINI";"GIOVANNI";3/7/1965 00:00:00;"AOSTA";"M";"7";"LA RENAISSANCE VALDOTAINE"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"LA MAGDELEINE";"IANNI";"DAVIDE";13/12/1991 00:00:00;"IVREA (TO)";"M";"2";"PARTITO COMUNISTA ITALIANO"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"LA MAGDELEINE";"DE ROSA";"LOREDANA";1/11/1961 00:00:00;"ROMA";"F";"0";"UNIONE POPOLARE CON DE MAGISTRIS"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"LA MAGDELEINE";"MANES";"FRANCO";21/6/1963 00:00:00;"AOSTA";"M";"20";"VALLEE D?AOSTE ? AUTONOMIE PROGRES FEDERALISME"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"LA SALLE";"RONC";"LOREDANA AUGUSTA";21/8/1964 00:00:00;"AOSTA";"F";"27";"ITALIA SOVRANA E POPOLARE"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"LA SALLE";"GUICHARDAZ";"ERIKA";25/11/1976 00:00:00;"AOSTA";"F";"68";"VALLE D'AOSTA APERTA"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"LA SALLE";"RINI";"EMILY MARINELLA";15/8/1982 00:00:00;"AOSTA";"F";"280";"LEGA PER SALVINI PREM.-FORZA IT.-NOI MODERATI-FRAT. D'ITALIA"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"LA SALLE";"GIRARDINI";"GIOVANNI";3/7/1965 00:00:00;"AOSTA";"M";"68";"LA RENAISSANCE VALDOTAINE"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"LA SALLE";"IANNI";"DAVIDE";13/12/1991 00:00:00;"IVREA (TO)";"M";"8";"PARTITO COMUNISTA ITALIANO"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"LA SALLE";"DE ROSA";"LOREDANA";1/11/1961 00:00:00;"ROMA";"F";"11";"UNIONE POPOLARE CON DE MAGISTRIS"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"LA SALLE";"MANES";"FRANCO";21/6/1963 00:00:00;"AOSTA";"M";"337";"VALLEE D?AOSTE ? AUTONOMIE PROGRES FEDERALISME"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"LA THUILE";"RONC";"LOREDANA AUGUSTA";21/8/1964 00:00:00;"AOSTA";"F";"4";"ITALIA SOVRANA E POPOLARE"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"LA THUILE";"GUICHARDAZ";"ERIKA";25/11/1976 00:00:00;"AOSTA";"F";"23";"VALLE D'AOSTA APERTA"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"LA THUILE";"RINI";"EMILY MARINELLA";15/8/1982 00:00:00;"AOSTA";"F";"173";"LEGA PER SALVINI PREM.-FORZA IT.-NOI MODERATI-FRAT. D'ITALIA"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"LA THUILE";"GIRARDINI";"GIOVANNI";3/7/1965 00:00:00;"AOSTA";"M";"24";"LA RENAISSANCE VALDOTAINE"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"LA THUILE";"IANNI";"DAVIDE";13/12/1991 00:00:00;"IVREA (TO)";"M";"8";"PARTITO COMUNISTA ITALIANO"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"LA THUILE";"DE ROSA";"LOREDANA";1/11/1961 00:00:00;"ROMA";"F";"8";"UNIONE POPOLARE CON DE MAGISTRIS"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"LA THUILE";"MANES";"FRANCO";21/6/1963 00:00:00;"AOSTA";"M";"138";"VALLEE D?AOSTE ? AUTONOMIE PROGRES FEDERALISME"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"LILLIANES";"RONC";"LOREDANA AUGUSTA";21/8/1964 00:00:00;"AOSTA";"F";"7";"ITALIA SOVRANA E POPOLARE"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"LILLIANES";"GUICHARDAZ";"ERIKA";25/11/1976 00:00:00;"AOSTA";"F";"12";"VALLE D'AOSTA APERTA"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"LILLIANES";"RINI";"EMILY MARINELLA";15/8/1982 00:00:00;"AOSTA";"F";"60";"LEGA PER SALVINI PREM.-FORZA IT.-NOI MODERATI-FRAT. D'ITALIA"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"LILLIANES";"GIRARDINI";"GIOVANNI";3/7/1965 00:00:00;"AOSTA";"M";"2";"LA RENAISSANCE VALDOTAINE"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"LILLIANES";"IANNI";"DAVIDE";13/12/1991 00:00:00;"IVREA (TO)";"M";"4";"PARTITO COMUNISTA ITALIANO"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"LILLIANES";"DE ROSA";"LOREDANA";1/11/1961 00:00:00;"ROMA";"F";"7";"UNIONE POPOLARE CON DE MAGISTRIS"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"LILLIANES";"MANES";"FRANCO";21/6/1963 00:00:00;"AOSTA";"M";"66";"VALLEE D?AOSTE ? AUTONOMIE PROGRES FEDERALISME"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"MONTJOVET";"RONC";"LOREDANA AUGUSTA";21/8/1964 00:00:00;"AOSTA";"F";"35";"ITALIA SOVRANA E POPOLARE"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"MONTJOVET";"GUICHARDAZ";"ERIKA";25/11/1976 00:00:00;"AOSTA";"F";"77";"VALLE D'AOSTA APERTA"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"MONTJOVET";"RINI";"EMILY MARINELLA";15/8/1982 00:00:00;"AOSTA";"F";"248";"LEGA PER SALVINI PREM.-FORZA IT.-NOI MODERATI-FRAT. D'ITALIA"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"MONTJOVET";"GIRARDINI";"GIOVANNI";3/7/1965 00:00:00;"AOSTA";"M";"51";"LA RENAISSANCE VALDOTAINE"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"MONTJOVET";"IANNI";"DAVIDE";13/12/1991 00:00:00;"IVREA (TO)";"M";"17";"PARTITO COMUNISTA ITALIANO"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"MONTJOVET";"DE ROSA";"LOREDANA";1/11/1961 00:00:00;"ROMA";"F";"18";"UNIONE POPOLARE CON DE MAGISTRIS"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"MONTJOVET";"MANES";"FRANCO";21/6/1963 00:00:00;"AOSTA";"M";"294";"VALLEE D?AOSTE ? AUTONOMIE PROGRES FEDERALISME"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"MORGEX";"RONC";"LOREDANA AUGUSTA";21/8/1964 00:00:00;"AOSTA";"F";"42";"ITALIA SOVRANA E POPOLARE"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"MORGEX";"GUICHARDAZ";"ERIKA";25/11/1976 00:00:00;"AOSTA";"F";"96";"VALLE D'AOSTA APERTA"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"MORGEX";"RINI";"EMILY MARINELLA";15/8/1982 00:00:00;"AOSTA";"F";"320";"LEGA PER SALVINI PREM.-FORZA IT.-NOI MODERATI-FRAT. D'ITALIA"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"MORGEX";"GIRARDINI";"GIOVANNI";3/7/1965 00:00:00;"AOSTA";"M";"62";"LA RENAISSANCE VALDOTAINE"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"MORGEX";"IANNI";"DAVIDE";13/12/1991 00:00:00;"IVREA (TO)";"M";"23";"PARTITO COMUNISTA ITALIANO"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"MORGEX";"DE ROSA";"LOREDANA";1/11/1961 00:00:00;"ROMA";"F";"14";"UNIONE POPOLARE CON DE MAGISTRIS"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"MORGEX";"MANES";"FRANCO";21/6/1963 00:00:00;"AOSTA";"M";"350";"VALLEE D?AOSTE ? AUTONOMIE PROGRES FEDERALISME"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"NUS";"RONC";"LOREDANA AUGUSTA";21/8/1964 00:00:00;"AOSTA";"F";"52";"ITALIA SOVRANA E POPOLARE"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"NUS";"GUICHARDAZ";"ERIKA";25/11/1976 00:00:00;"AOSTA";"F";"179";"VALLE D'AOSTA APERTA"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"NUS";"RINI";"EMILY MARINELLA";15/8/1982 00:00:00;"AOSTA";"F";"390";"LEGA PER SALVINI PREM.-FORZA IT.-NOI MODERATI-FRAT. D'ITALIA"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"NUS";"GIRARDINI";"GIOVANNI";3/7/1965 00:00:00;"AOSTA";"M";"140";"LA RENAISSANCE VALDOTAINE"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"NUS";"IANNI";"DAVIDE";13/12/1991 00:00:00;"IVREA (TO)";"M";"19";"PARTITO COMUNISTA ITALIANO"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"NUS";"DE ROSA";"LOREDANA";1/11/1961 00:00:00;"ROMA";"F";"22";"UNIONE POPOLARE CON DE MAGISTRIS"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"NUS";"MANES";"FRANCO";21/6/1963 00:00:00;"AOSTA";"M";"503";"VALLEE D?AOSTE ? AUTONOMIE PROGRES FEDERALISME"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"OLLOMONT";"RONC";"LOREDANA AUGUSTA";21/8/1964 00:00:00;"AOSTA";"F";"0";"ITALIA SOVRANA E POPOLARE"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"OLLOMONT";"GUICHARDAZ";"ERIKA";25/11/1976 00:00:00;"AOSTA";"F";"6";"VALLE D'AOSTA APERTA"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"OLLOMONT";"RINI";"EMILY MARINELLA";15/8/1982 00:00:00;"AOSTA";"F";"18";"LEGA PER SALVINI PREM.-FORZA IT.-NOI MODERATI-FRAT. D'ITALIA"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"OLLOMONT";"GIRARDINI";"GIOVANNI";3/7/1965 00:00:00;"AOSTA";"M";"8";"LA RENAISSANCE VALDOTAINE"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"OLLOMONT";"IANNI";"DAVIDE";13/12/1991 00:00:00;"IVREA (TO)";"M";"1";"PARTITO COMUNISTA ITALIANO"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"OLLOMONT";"DE ROSA";"LOREDANA";1/11/1961 00:00:00;"ROMA";"F";"4";"UNIONE POPOLARE CON DE MAGISTRIS"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"OLLOMONT";"MANES";"FRANCO";21/6/1963 00:00:00;"AOSTA";"M";"49";"VALLEE D?AOSTE ? AUTONOMIE PROGRES FEDERALISME"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"OYACE";"RONC";"LOREDANA AUGUSTA";21/8/1964 00:00:00;"AOSTA";"F";"3";"ITALIA SOVRANA E POPOLARE"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"OYACE";"GUICHARDAZ";"ERIKA";25/11/1976 00:00:00;"AOSTA";"F";"4";"VALLE D'AOSTA APERTA"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"OYACE";"RINI";"EMILY MARINELLA";15/8/1982 00:00:00;"AOSTA";"F";"16";"LEGA PER SALVINI PREM.-FORZA IT.-NOI MODERATI-FRAT. D'ITALIA"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"OYACE";"GIRARDINI";"GIOVANNI";3/7/1965 00:00:00;"AOSTA";"M";"8";"LA RENAISSANCE VALDOTAINE"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"OYACE";"IANNI";"DAVIDE";13/12/1991 00:00:00;"IVREA (TO)";"M";"0";"PARTITO COMUNISTA ITALIANO"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"OYACE";"DE ROSA";"LOREDANA";1/11/1961 00:00:00;"ROMA";"F";"1";"UNIONE POPOLARE CON DE MAGISTRIS"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"OYACE";"MANES";"FRANCO";21/6/1963 00:00:00;"AOSTA";"M";"61";"VALLEE D?AOSTE ? AUTONOMIE PROGRES FEDERALISME"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"PERLOZ";"RONC";"LOREDANA AUGUSTA";21/8/1964 00:00:00;"AOSTA";"F";"12";"ITALIA SOVRANA E POPOLARE"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"PERLOZ";"GUICHARDAZ";"ERIKA";25/11/1976 00:00:00;"AOSTA";"F";"29";"VALLE D'AOSTA APERTA"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"PERLOZ";"RINI";"EMILY MARINELLA";15/8/1982 00:00:00;"AOSTA";"F";"77";"LEGA PER SALVINI PREM.-FORZA IT.-NOI MODERATI-FRAT. D'ITALIA"
