"DATAELEZIONE";"CODTIPOELEZIONE";"REGIONE";"COLLEGIO";"COMUNE";"COGNOME";"NOME";"DATANASCITA";"LUOGONASCITA";"SESSO";"TOTVOTI";"CONTRASSEGNO"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"PERLOZ";"GIRARDINI";"GIOVANNI";3/7/1965 00:00:00;"AOSTA";"M";"8";"LA RENAISSANCE VALDOTAINE"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"PERLOZ";"IANNI";"DAVIDE";13/12/1991 00:00:00;"IVREA (TO)";"M";"5";"PARTITO COMUNISTA ITALIANO"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"PERLOZ";"DE ROSA";"LOREDANA";1/11/1961 00:00:00;"ROMA";"F";"4";"UNIONE POPOLARE CON DE MAGISTRIS"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"PERLOZ";"MANES";"FRANCO";21/6/1963 00:00:00;"AOSTA";"M";"81";"VALLEE D?AOSTE ? AUTONOMIE PROGRES FEDERALISME"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"POLLEIN";"RONC";"LOREDANA AUGUSTA";21/8/1964 00:00:00;"AOSTA";"F";"28";"ITALIA SOVRANA E POPOLARE"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"POLLEIN";"GUICHARDAZ";"ERIKA";25/11/1976 00:00:00;"AOSTA";"F";"83";"VALLE D'AOSTA APERTA"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"POLLEIN";"RINI";"EMILY MARINELLA";15/8/1982 00:00:00;"AOSTA";"F";"173";"LEGA PER SALVINI PREM.-FORZA IT.-NOI MODERATI-FRAT. D'ITALIA"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"POLLEIN";"GIRARDINI";"GIOVANNI";3/7/1965 00:00:00;"AOSTA";"M";"82";"LA RENAISSANCE VALDOTAINE"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"POLLEIN";"IANNI";"DAVIDE";13/12/1991 00:00:00;"IVREA (TO)";"M";"10";"PARTITO COMUNISTA ITALIANO"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"POLLEIN";"DE ROSA";"LOREDANA";1/11/1961 00:00:00;"ROMA";"F";"10";"UNIONE POPOLARE CON DE MAGISTRIS"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"POLLEIN";"MANES";"FRANCO";21/6/1963 00:00:00;"AOSTA";"M";"243";"VALLEE D?AOSTE ? AUTONOMIE PROGRES FEDERALISME"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"PONTBOSET";"RONC";"LOREDANA AUGUSTA";21/8/1964 00:00:00;"AOSTA";"F";"4";"ITALIA SOVRANA E POPOLARE"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"PONTBOSET";"GUICHARDAZ";"ERIKA";25/11/1976 00:00:00;"AOSTA";"F";"14";"VALLE D'AOSTA APERTA"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"PONTBOSET";"RINI";"EMILY MARINELLA";15/8/1982 00:00:00;"AOSTA";"F";"22";"LEGA PER SALVINI PREM.-FORZA IT.-NOI MODERATI-FRAT. D'ITALIA"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"PONTBOSET";"GIRARDINI";"GIOVANNI";3/7/1965 00:00:00;"AOSTA";"M";"2";"LA RENAISSANCE VALDOTAINE"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"PONTBOSET";"IANNI";"DAVIDE";13/12/1991 00:00:00;"IVREA (TO)";"M";"4";"PARTITO COMUNISTA ITALIANO"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"PONTBOSET";"DE ROSA";"LOREDANA";1/11/1961 00:00:00;"ROMA";"F";"3";"UNIONE POPOLARE CON DE MAGISTRIS"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"PONTBOSET";"MANES";"FRANCO";21/6/1963 00:00:00;"AOSTA";"M";"26";"VALLEE D?AOSTE ? AUTONOMIE PROGRES FEDERALISME"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"PONTEY";"RONC";"LOREDANA AUGUSTA";21/8/1964 00:00:00;"AOSTA";"F";"14";"ITALIA SOVRANA E POPOLARE"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"PONTEY";"GUICHARDAZ";"ERIKA";25/11/1976 00:00:00;"AOSTA";"F";"41";"VALLE D'AOSTA APERTA"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"PONTEY";"RINI";"EMILY MARINELLA";15/8/1982 00:00:00;"AOSTA";"F";"103";"LEGA PER SALVINI PREM.-FORZA IT.-NOI MODERATI-FRAT. D'ITALIA"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"PONTEY";"GIRARDINI";"GIOVANNI";3/7/1965 00:00:00;"AOSTA";"M";"34";"LA RENAISSANCE VALDOTAINE"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"PONTEY";"IANNI";"DAVIDE";13/12/1991 00:00:00;"IVREA (TO)";"M";"5";"PARTITO COMUNISTA ITALIANO"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"PONTEY";"DE ROSA";"LOREDANA";1/11/1961 00:00:00;"ROMA";"F";"11";"UNIONE POPOLARE CON DE MAGISTRIS"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"PONTEY";"MANES";"FRANCO";21/6/1963 00:00:00;"AOSTA";"M";"142";"VALLEE D?AOSTE ? AUTONOMIE PROGRES FEDERALISME"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"PONT-SAINT-MARTIN";"RONC";"LOREDANA AUGUSTA";21/8/1964 00:00:00;"AOSTA";"F";"78";"ITALIA SOVRANA E POPOLARE"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"PONT-SAINT-MARTIN";"GUICHARDAZ";"ERIKA";25/11/1976 00:00:00;"AOSTA";"F";"200";"VALLE D'AOSTA APERTA"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"PONT-SAINT-MARTIN";"RINI";"EMILY MARINELLA";15/8/1982 00:00:00;"AOSTA";"F";"517";"LEGA PER SALVINI PREM.-FORZA IT.-NOI MODERATI-FRAT. D'ITALIA"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"PONT-SAINT-MARTIN";"GIRARDINI";"GIOVANNI";3/7/1965 00:00:00;"AOSTA";"M";"62";"LA RENAISSANCE VALDOTAINE"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"PONT-SAINT-MARTIN";"IANNI";"DAVIDE";13/12/1991 00:00:00;"IVREA (TO)";"M";"45";"PARTITO COMUNISTA ITALIANO"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"PONT-SAINT-MARTIN";"DE ROSA";"LOREDANA";1/11/1961 00:00:00;"ROMA";"F";"56";"UNIONE POPOLARE CON DE MAGISTRIS"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"PONT-SAINT-MARTIN";"MANES";"FRANCO";21/6/1963 00:00:00;"AOSTA";"M";"558";"VALLEE D?AOSTE ? AUTONOMIE PROGRES FEDERALISME"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"PRE'-SAINT-DIDIER";"RONC";"LOREDANA AUGUSTA";21/8/1964 00:00:00;"AOSTA";"F";"14";"ITALIA SOVRANA E POPOLARE"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"PRE'-SAINT-DIDIER";"GUICHARDAZ";"ERIKA";25/11/1976 00:00:00;"AOSTA";"F";"33";"VALLE D'AOSTA APERTA"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"PRE'-SAINT-DIDIER";"RINI";"EMILY MARINELLA";15/8/1982 00:00:00;"AOSTA";"F";"161";"LEGA PER SALVINI PREM.-FORZA IT.-NOI MODERATI-FRAT. D'ITALIA"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"PRE'-SAINT-DIDIER";"GIRARDINI";"GIOVANNI";3/7/1965 00:00:00;"AOSTA";"M";"24";"LA RENAISSANCE VALDOTAINE"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"PRE'-SAINT-DIDIER";"IANNI";"DAVIDE";13/12/1991 00:00:00;"IVREA (TO)";"M";"10";"PARTITO COMUNISTA ITALIANO"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"PRE'-SAINT-DIDIER";"DE ROSA";"LOREDANA";1/11/1961 00:00:00;"ROMA";"F";"3";"UNIONE POPOLARE CON DE MAGISTRIS"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"PRE'-SAINT-DIDIER";"MANES";"FRANCO";21/6/1963 00:00:00;"AOSTA";"M";"148";"VALLEE D?AOSTE ? AUTONOMIE PROGRES FEDERALISME"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"QUART";"RONC";"LOREDANA AUGUSTA";21/8/1964 00:00:00;"AOSTA";"F";"68";"ITALIA SOVRANA E POPOLARE"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"QUART";"GUICHARDAZ";"ERIKA";25/11/1976 00:00:00;"AOSTA";"F";"233";"VALLE D'AOSTA APERTA"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"QUART";"RINI";"EMILY MARINELLA";15/8/1982 00:00:00;"AOSTA";"F";"468";"LEGA PER SALVINI PREM.-FORZA IT.-NOI MODERATI-FRAT. D'ITALIA"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"QUART";"GIRARDINI";"GIOVANNI";3/7/1965 00:00:00;"AOSTA";"M";"254";"LA RENAISSANCE VALDOTAINE"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"QUART";"IANNI";"DAVIDE";13/12/1991 00:00:00;"IVREA (TO)";"M";"29";"PARTITO COMUNISTA ITALIANO"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"QUART";"DE ROSA";"LOREDANA";1/11/1961 00:00:00;"ROMA";"F";"35";"UNIONE POPOLARE CON DE MAGISTRIS"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"QUART";"MANES";"FRANCO";21/6/1963 00:00:00;"AOSTA";"M";"622";"VALLEE D?AOSTE ? AUTONOMIE PROGRES FEDERALISME"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"RHEMES-NOTRE-DAME";"RONC";"LOREDANA AUGUSTA";21/8/1964 00:00:00;"AOSTA";"F";"0";"ITALIA SOVRANA E POPOLARE"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"RHEMES-NOTRE-DAME";"GUICHARDAZ";"ERIKA";25/11/1976 00:00:00;"AOSTA";"F";"4";"VALLE D'AOSTA APERTA"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"RHEMES-NOTRE-DAME";"RINI";"EMILY MARINELLA";15/8/1982 00:00:00;"AOSTA";"F";"4";"LEGA PER SALVINI PREM.-FORZA IT.-NOI MODERATI-FRAT. D'ITALIA"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"RHEMES-NOTRE-DAME";"GIRARDINI";"GIOVANNI";3/7/1965 00:00:00;"AOSTA";"M";"2";"LA RENAISSANCE VALDOTAINE"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"RHEMES-NOTRE-DAME";"IANNI";"DAVIDE";13/12/1991 00:00:00;"IVREA (TO)";"M";"0";"PARTITO COMUNISTA ITALIANO"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"RHEMES-NOTRE-DAME";"DE ROSA";"LOREDANA";1/11/1961 00:00:00;"ROMA";"F";"5";"UNIONE POPOLARE CON DE MAGISTRIS"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"RHEMES-NOTRE-DAME";"MANES";"FRANCO";21/6/1963 00:00:00;"AOSTA";"M";"22";"VALLEE D?AOSTE ? AUTONOMIE PROGRES FEDERALISME"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"RHEMES-SAINT-GEORGES";"RONC";"LOREDANA AUGUSTA";21/8/1964 00:00:00;"AOSTA";"F";"1";"ITALIA SOVRANA E POPOLARE"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"RHEMES-SAINT-GEORGES";"GUICHARDAZ";"ERIKA";25/11/1976 00:00:00;"AOSTA";"F";"3";"VALLE D'AOSTA APERTA"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"RHEMES-SAINT-GEORGES";"RINI";"EMILY MARINELLA";15/8/1982 00:00:00;"AOSTA";"F";"10";"LEGA PER SALVINI PREM.-FORZA IT.-NOI MODERATI-FRAT. D'ITALIA"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"RHEMES-SAINT-GEORGES";"GIRARDINI";"GIOVANNI";3/7/1965 00:00:00;"AOSTA";"M";"12";"LA RENAISSANCE VALDOTAINE"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"RHEMES-SAINT-GEORGES";"IANNI";"DAVIDE";13/12/1991 00:00:00;"IVREA (TO)";"M";"4";"PARTITO COMUNISTA ITALIANO"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"RHEMES-SAINT-GEORGES";"DE ROSA";"LOREDANA";1/11/1961 00:00:00;"ROMA";"F";"0";"UNIONE POPOLARE CON DE MAGISTRIS"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"RHEMES-SAINT-GEORGES";"MANES";"FRANCO";21/6/1963 00:00:00;"AOSTA";"M";"38";"VALLEE D?AOSTE ? AUTONOMIE PROGRES FEDERALISME"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"ROISAN";"RONC";"LOREDANA AUGUSTA";21/8/1964 00:00:00;"AOSTA";"F";"20";"ITALIA SOVRANA E POPOLARE"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"ROISAN";"GUICHARDAZ";"ERIKA";25/11/1976 00:00:00;"AOSTA";"F";"52";"VALLE D'AOSTA APERTA"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"ROISAN";"RINI";"EMILY MARINELLA";15/8/1982 00:00:00;"AOSTA";"F";"107";"LEGA PER SALVINI PREM.-FORZA IT.-NOI MODERATI-FRAT. D'ITALIA"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"ROISAN";"GIRARDINI";"GIOVANNI";3/7/1965 00:00:00;"AOSTA";"M";"50";"LA RENAISSANCE VALDOTAINE"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"ROISAN";"IANNI";"DAVIDE";13/12/1991 00:00:00;"IVREA (TO)";"M";"3";"PARTITO COMUNISTA ITALIANO"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"ROISAN";"DE ROSA";"LOREDANA";1/11/1961 00:00:00;"ROMA";"F";"7";"UNIONE POPOLARE CON DE MAGISTRIS"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"ROISAN";"MANES";"FRANCO";21/6/1963 00:00:00;"AOSTA";"M";"216";"VALLEE D?AOSTE ? AUTONOMIE PROGRES FEDERALISME"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"SAINT-CHRISTOPHE";"RONC";"LOREDANA AUGUSTA";21/8/1964 00:00:00;"AOSTA";"F";"74";"ITALIA SOVRANA E POPOLARE"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"SAINT-CHRISTOPHE";"GUICHARDAZ";"ERIKA";25/11/1976 00:00:00;"AOSTA";"F";"174";"VALLE D'AOSTA APERTA"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"SAINT-CHRISTOPHE";"RINI";"EMILY MARINELLA";15/8/1982 00:00:00;"AOSTA";"F";"366";"LEGA PER SALVINI PREM.-FORZA IT.-NOI MODERATI-FRAT. D'ITALIA"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"SAINT-CHRISTOPHE";"GIRARDINI";"GIOVANNI";3/7/1965 00:00:00;"AOSTA";"M";"207";"LA RENAISSANCE VALDOTAINE"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"SAINT-CHRISTOPHE";"IANNI";"DAVIDE";13/12/1991 00:00:00;"IVREA (TO)";"M";"24";"PARTITO COMUNISTA ITALIANO"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"SAINT-CHRISTOPHE";"DE ROSA";"LOREDANA";1/11/1961 00:00:00;"ROMA";"F";"38";"UNIONE POPOLARE CON DE MAGISTRIS"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"SAINT-CHRISTOPHE";"MANES";"FRANCO";21/6/1963 00:00:00;"AOSTA";"M";"737";"VALLEE D?AOSTE ? AUTONOMIE PROGRES FEDERALISME"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"SAINT-DENIS";"RONC";"LOREDANA AUGUSTA";21/8/1964 00:00:00;"AOSTA";"F";"8";"ITALIA SOVRANA E POPOLARE"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"SAINT-DENIS";"GUICHARDAZ";"ERIKA";25/11/1976 00:00:00;"AOSTA";"F";"11";"VALLE D'AOSTA APERTA"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"SAINT-DENIS";"RINI";"EMILY MARINELLA";15/8/1982 00:00:00;"AOSTA";"F";"61";"LEGA PER SALVINI PREM.-FORZA IT.-NOI MODERATI-FRAT. D'ITALIA"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"SAINT-DENIS";"GIRARDINI";"GIOVANNI";3/7/1965 00:00:00;"AOSTA";"M";"18";"LA RENAISSANCE VALDOTAINE"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"SAINT-DENIS";"IANNI";"DAVIDE";13/12/1991 00:00:00;"IVREA (TO)";"M";"0";"PARTITO COMUNISTA ITALIANO"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"SAINT-DENIS";"DE ROSA";"LOREDANA";1/11/1961 00:00:00;"ROMA";"F";"4";"UNIONE POPOLARE CON DE MAGISTRIS"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"SAINT-DENIS";"MANES";"FRANCO";21/6/1963 00:00:00;"AOSTA";"M";"56";"VALLEE D?AOSTE ? AUTONOMIE PROGRES FEDERALISME"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"SAINT-MARCEL";"RONC";"LOREDANA AUGUSTA";21/8/1964 00:00:00;"AOSTA";"F";"25";"ITALIA SOVRANA E POPOLARE"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"SAINT-MARCEL";"GUICHARDAZ";"ERIKA";25/11/1976 00:00:00;"AOSTA";"F";"84";"VALLE D'AOSTA APERTA"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"SAINT-MARCEL";"RINI";"EMILY MARINELLA";15/8/1982 00:00:00;"AOSTA";"F";"131";"LEGA PER SALVINI PREM.-FORZA IT.-NOI MODERATI-FRAT. D'ITALIA"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"SAINT-MARCEL";"GIRARDINI";"GIOVANNI";3/7/1965 00:00:00;"AOSTA";"M";"75";"LA RENAISSANCE VALDOTAINE"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"SAINT-MARCEL";"IANNI";"DAVIDE";13/12/1991 00:00:00;"IVREA (TO)";"M";"13";"PARTITO COMUNISTA ITALIANO"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"SAINT-MARCEL";"DE ROSA";"LOREDANA";1/11/1961 00:00:00;"ROMA";"F";"9";"UNIONE POPOLARE CON DE MAGISTRIS"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"SAINT-MARCEL";"MANES";"FRANCO";21/6/1963 00:00:00;"AOSTA";"M";"205";"VALLEE D?AOSTE ? AUTONOMIE PROGRES FEDERALISME"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"SAINT-NICOLAS";"RONC";"LOREDANA AUGUSTA";21/8/1964 00:00:00;"AOSTA";"F";"8";"ITALIA SOVRANA E POPOLARE"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"SAINT-NICOLAS";"GUICHARDAZ";"ERIKA";25/11/1976 00:00:00;"AOSTA";"F";"11";"VALLE D'AOSTA APERTA"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"SAINT-NICOLAS";"RINI";"EMILY MARINELLA";15/8/1982 00:00:00;"AOSTA";"F";"43";"LEGA PER SALVINI PREM.-FORZA IT.-NOI MODERATI-FRAT. D'ITALIA"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"SAINT-NICOLAS";"GIRARDINI";"GIOVANNI";3/7/1965 00:00:00;"AOSTA";"M";"9";"LA RENAISSANCE VALDOTAINE"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"SAINT-NICOLAS";"IANNI";"DAVIDE";13/12/1991 00:00:00;"IVREA (TO)";"M";"3";"PARTITO COMUNISTA ITALIANO"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"SAINT-NICOLAS";"DE ROSA";"LOREDANA";1/11/1961 00:00:00;"ROMA";"F";"4";"UNIONE POPOLARE CON DE MAGISTRIS"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"SAINT-NICOLAS";"MANES";"FRANCO";21/6/1963 00:00:00;"AOSTA";"M";"75";"VALLEE D?AOSTE ? AUTONOMIE PROGRES FEDERALISME"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"SAINT-OYEN";"RONC";"LOREDANA AUGUSTA";21/8/1964 00:00:00;"AOSTA";"F";"1";"ITALIA SOVRANA E POPOLARE"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"SAINT-OYEN";"GUICHARDAZ";"ERIKA";25/11/1976 00:00:00;"AOSTA";"F";"5";"VALLE D'AOSTA APERTA"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"SAINT-OYEN";"RINI";"EMILY MARINELLA";15/8/1982 00:00:00;"AOSTA";"F";"19";"LEGA PER SALVINI PREM.-FORZA IT.-NOI MODERATI-FRAT. D'ITALIA"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"SAINT-OYEN";"GIRARDINI";"GIOVANNI";3/7/1965 00:00:00;"AOSTA";"M";"5";"LA RENAISSANCE VALDOTAINE"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"SAINT-OYEN";"IANNI";"DAVIDE";13/12/1991 00:00:00;"IVREA (TO)";"M";"3";"PARTITO COMUNISTA ITALIANO"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"SAINT-OYEN";"DE ROSA";"LOREDANA";1/11/1961 00:00:00;"ROMA";"F";"3";"UNIONE POPOLARE CON DE MAGISTRIS"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"SAINT-OYEN";"MANES";"FRANCO";21/6/1963 00:00:00;"AOSTA";"M";"90";"VALLEE D?AOSTE ? AUTONOMIE PROGRES FEDERALISME"
25/9/2022 00:00:00;"C";"VALLE D'AOSTA";" U01 (AOSTA)";"SAINT-PIERRE";"RONC";"LOREDANA AUGUSTA";21/8/1964 00:00:00;"AOSTA";"F";"90";"ITALIA SOVRANA E POPOLARE"
